status,type,approved,lat,lng
ACTIVE,Passenger,20051205,40.70208,-73.98994
ACTIVE,Passenger,20050803,40.706,-73.93077
ACTIVE,Passenger,20050705,40.69155,-73.95943
NO JURIST,Passenger,20050511,40.57896,-74.00786
ACTIVE,Passenger,20050208,40.57574,-73.95747
ACTIVE,Passenger,20050209,40.57574,-73.95747
WK IN PROG,Passenger,,40.60753,-73.92429
ACTIVE,Passenger,20050518,40.58796,-73.94886
ACTIVE,Passenger,20050713,40.63813,-74.03573
ACTIVE,Passenger,20050909,40.70883,-73.96938
ACTIVE,Passenger,,40.64604,-73.96069
ACTIVE,Passenger,20050308,40.63951,-73.99871
NO JURIST,Passenger,20060828,40.62946,-73.98546
NO JURIST,Passenger,20061023,40.57851,-73.94912
NYCHA,Passenger,20090603,40.69458,-73.98113
ACTIVE,Passenger,20050812,40.63837,-73.99962
ACTIVE,Passenger,20060320,40.66783,-73.97914
ACTIVE,Passenger,20060320,40.66783,-73.97914
ACTIVE,Passenger,20050920,40.71669,-73.93595
ACTIVE,Passenger,20060906,40.6753,-73.90012
ACTIVE,Passenger,,40.65148,-73.9623
ACTIVE,Passenger,20050401,40.69167,-73.9885
ACTIVE,Passenger,20060315,40.63292,-73.92001
ACTIVE,Passenger,20070504,40.63827,-73.97254
ACTIVE,Passenger,20050920,40.60837,-73.9549
ACTIVE,Passenger,20060314,40.70196,-73.98248
ACTIVE,Passenger,20060314,40.70196,-73.98248
ACTIVE,Passenger,20050425,40.71925,-73.95303
ACTIVE,Passenger,20051115,40.6959,-73.95571
ACTIVE,Passenger,20051205,40.58264,-73.95867
ACTIVE,Passenger,,40.65148,-73.9623
ACTIVE,Passenger,20050329,40.68739,-73.91206
ACTIVE,Passenger,20060526,40.59855,-73.95672
ACTIVE,Passenger,20060706,40.69589,-73.95673
ACTIVE,Passenger,20060620,40.68854,-73.95953
ACTIVE,Passenger,20050621,40.5801,-73.96459
ACTIVE,Passenger,20060213,40.58113,-73.96063
ACTIVE,Passenger,20050808,40.58061,-73.96284
ACTIVE,Passenger,20050718,40.69597,-73.95573
ACTIVE,Passenger,20050815,40.69597,-73.95573
ACTIVE,Passenger,20050831,40.5767,-74.00956
ACTIVE,Passenger,20050524,40.65489,-74.0004
ACTIVE,Passenger,20061006,40.7096,-73.96193
ACTIVE,Passenger,20150120,40.62794,-73.99444
ACTIVE,Passenger,20050621,40.61758,-73.96214
ACTIVE,Passenger,20051122,40.66703,-73.98772
ACTIVE,Passenger,20070319,40.60341,-73.95258
ACTIVE,Passenger,20051017,40.69032,-73.98249
NO JURIST,Passenger,20050613,40.58109,-73.95204
NO JURIST,Passenger,20050805,40.63965,-73.99269
ACTIVE,Passenger,20090113,40.63631,-73.9611
ACTIVE,Passenger,20051123,40.73363,-73.95368
ACTIVE,Passenger,20050927,40.66702,-73.95606
ACTIVE,Passenger,20060526,40.7022,-73.95048
ACTIVE,Passenger,20050930,40.72463,-73.94601
ACTIVE,Passenger,20060315,40.70923,-73.96929
ACTIVE,Passenger,20060315,40.70923,-73.96929
WK IN PROG,Passenger,,40.70199,-73.95518
ACTIVE,Passenger,20060801,40.6797,-73.9644
ACTIVE,Passenger,20060801,40.6797,-73.9644
ACTIVE,Passenger,20060131,40.6012,-73.95137
ACTIVE,Passenger,,40.64702,-73.95977
ACTIVE,Passenger,,40.60901,-73.95609
NO JURIST,Passenger,20051128,40.62293,-73.98504
ACTIVE,Passenger,20060131,40.6783,-73.98434
ACTIVE,Passenger,20060417,40.5963,-73.9742
ACTIVE,Passenger,20060712,40.6977,-73.96033
ACTIVE,Passenger,20060609,40.68307,-74.00303
NO JURIST,Passenger,20070521,40.61375,-73.97251
ACTIVE,Passenger,20060726,40.70382,-73.91936
ACTIVE,Passenger,20060331,40.63112,-73.97228
ACTIVE,Passenger,20050816,40.58749,-73.95363
ACTIVE,Passenger,20041020,40.63884,-73.94861
ACTIVE,Passenger,20051018,40.66042,-73.98992
ACTIVE,Passenger,20060522,40.58156,-73.96477
ACTIVE,Passenger,20051118,40.65224,-73.95143
ACTIVE,Passenger,20050621,40.58324,-73.95805
ACTIVE,Passenger,20061010,40.70101,-73.94183
ACTIVE,Passenger,20051102,40.69316,-73.992
ACTIVE,Passenger,20051227,40.69506,-73.99446
ACTIVE,Passenger,20051219,40.68587,-73.92283
ACTIVE,Passenger,20090313,40.73325,-73.94422
NO JURIST,Passenger,20060515,40.59305,-73.96903
ACTIVE,Passenger,,40.69989,-73.94106
NO JURIST,Passenger,20060321,40.60424,-73.90867
ACTIVE,Passenger,20140821,40.73364,-73.94761
ACTIVE,Passenger,20060509,40.58129,-73.96676
NO JURIST,Passenger,20051014,40.60504,-73.90525
ACTIVE,Passenger,20051121,40.7023,-73.98916
ACTIVE,Passenger,20051121,40.7023,-73.98916
ACTIVE,Passenger,20061226,40.58338,-73.9391
NO JURIST,Passenger,20080513,40.63399,-73.98562
ACTIVE,Passenger,,40.65349,-73.96437
ACTIVE,Passenger,20051104,40.61433,-73.97542
NO JURIST,Passenger,20070613,40.6241,-73.98716
ACTIVE,Passenger,20050815,40.68538,-73.95396
ACTIVE,Passenger,20080721,40.70416,-73.98496
ACTIVE,Passenger,20071211,40.70248,-73.95236
ACTIVE,Passenger,20060623,40.59077,-73.96026
ACTIVE,Passenger,20050727,40.69883,-73.97925
ACTIVE,Passenger,20051014,40.60129,-73.95139
ACTIVE,Passenger,20050906,40.68205,-73.87688
ACTIVE,Passenger,20060517,40.59667,-73.97269
ACTIVE,Passenger,,40.65714,-73.96184
ACTIVE,Passenger,20060109,40.58864,-73.95227
ACTIVE,Passenger,20060615,40.68838,-73.94275
ACTIVE,Passenger,20071217,40.67514,-73.98638
ACTIVE,Passenger,20060403,40.59274,-73.9559
ACTIVE,Passenger,20060602,40.69888,-73.95862
ACTIVE,Passenger,20070821,40.69561,-73.98216
ACTIVE,Passenger,20080408,40.69487,-73.95744
ACTIVE,Passenger,20070326,40.67805,-73.96345
ACTIVE,Passenger,20070326,40.67799,-73.96342
ACTIVE,Passenger,20051221,40.71868,-73.95208
ACTIVE,Passenger,,40.65714,-73.96184
ACTIVE,Passenger,20060207,40.71868,-73.95208
ACTIVE,Passenger,20061113,40.57838,-73.95921
ACTIVE,Passenger,20061128,40.70174,-73.98822
ACTIVE,Passenger,20061127,40.70174,-73.98822
ACTIVE,Passenger,20070702,40.65419,-74.00376
ACTIVE,Passenger,20061018,40.67685,-73.95833
ACTIVE,Passenger,20061018,40.67685,-73.95833
ACTIVE,Passenger,20060523,40.71119,-73.95942
NO JURIST,Passenger,20080325,40.62836,-73.98325
WK IN PROG,Passenger,,40.69951,-73.95995
ACTIVE,Passenger,,40.65031,-73.96065
ACTIVE,Passenger,20060411,40.63825,-74.00617
ACTIVE,Passenger,20060417,40.68201,-73.95893
ACTIVE,Passenger,20060418,40.58421,-73.94034
ACTIVE,Passenger,20050811,40.69185,-73.95285
ACTIVE,Passenger,20051216,40.71602,-73.94167
ACTIVE,Passenger,20051216,40.71602,-73.94167
NO JURIST,Passenger,20080128,40.7087,-73.9624
ACTIVE,Passenger,20060717,40.61666,-73.95621
ACTIVE,Passenger,20060719,40.70087,-73.95487
NO JURIST,Passenger,20050909,40.61231,-73.90893
ACTIVE,Passenger,,40.66805,-73.96041
ACTIVE,Passenger,20060719,40.70087,-73.95487
ACTIVE,Passenger,20051026,40.69495,-73.99404
ACTIVE,Passenger,20060609,40.68068,-74.00041
ACTIVE,Passenger,20060829,40.61094,-73.97963
ACTIVE,Passenger,20051005,40.62675,-74.00366
ACTIVE,Passenger,20060522,40.65493,-74.01346
NO JURIST,Passenger,20071203,40.63013,-73.98204
NO JURIST,Passenger,20061212,40.69504,-73.95656
ACTIVE,Passenger,20051212,40.67826,-73.95152
NO JURIST,Passenger,20060807,40.70714,-73.94003
ACTIVE,Passenger,,40.63182,-73.9671
ACTIVE,Passenger,20060322,40.60767,-73.9595
ACTIVE,Passenger,20060724,40.66929,-73.91839
ACTIVE,Passenger,20060724,40.66929,-73.91839
ACTIVE,Passenger,20060428,40.67273,-73.92575
ACTIVE,Passenger,20060908,40.59454,-73.95087
ACTIVE,Passenger,20050926,40.69185,-73.95285
ACTIVE,Passenger,20051213,40.61155,-73.96004
ACTIVE,Passenger,20060421,40.67623,-73.98267
ACTIVE,Passenger,20060321,40.7074,-73.94847
ACTIVE,Passenger,20060314,40.58408,-73.95134
ACTIVE,Passenger,,40.63182,-73.9671
ACTIVE,Passenger,20060324,40.67718,-73.93163
NO JURIST,Passenger,20050907,40.628,-73.98758
ACTIVE,Passenger,20070227,40.63951,-73.99871
ACTIVE,Passenger,20070227,40.63951,-73.99871
ACTIVE,Passenger,20060207,40.63028,-74.02264
ACTIVE,Passenger,20060621,40.70725,-73.96711
ACTIVE,Passenger,20060217,40.6899,-73.99409
ACTIVE,Passenger,20051011,40.61369,-73.96272
ACTIVE,Passenger,20061006,40.67465,-73.99929
ACTIVE,Passenger,20060726,40.69041,-73.99176
ACTIVE,Passenger,20010504,40.63294,-73.96605
ACTIVE,Passenger,20051109,40.61392,-73.92599
ACTIVE,Passenger,20051011,40.61369,-73.96272
ACTIVE,Passenger,20060111,40.71273,-73.9627
ACTIVE,Passenger,20060728,40.60707,-73.9544
ACTIVE,Passenger,20060214,40.60879,-73.98057
ACTIVE,Passenger,20060329,40.63138,-73.97091
ACTIVE,Passenger,20060725,40.71393,-73.9481
ACTIVE,Passenger,20100616,40.68563,-73.91856
ACTIVE,Passenger,20051213,40.68113,-73.96969
ACTIVE,Passenger,20060531,40.69913,-73.9588
ACTIVE,Passenger,19961023,40.6334,-73.96512
ACTIVE,Passenger,20051205,40.71058,-73.95137
ACTIVE,Passenger,20070327,40.71885,-73.94877
ACTIVE,Passenger,20051227,40.7007,-73.94118
ACTIVE,Passenger,20060508,40.58772,-73.95486
ACTIVE,Passenger,20070220,40.69742,-73.94931
ACTIVE,Passenger,20060607,40.69552,-73.95601
ACTIVE,Passenger,20061011,40.66765,-73.99309
ACTIVE,Passenger,20060503,40.69914,-73.98933
ACTIVE,Passenger,20060526,40.69914,-73.98933
ACTIVE,Passenger,20010626,40.6334,-73.96512
ACTIVE,Passenger,20060124,40.58027,-73.98822
ACTIVE,Passenger,20060124,40.58027,-73.98822
ACTIVE,Passenger,20071029,40.69453,-73.95199
ACTIVE,Passenger,20071029,40.69453,-73.95199
ACTIVE,Passenger,20110720,40.63402,-73.96695
ACTIVE,Passenger,20060718,40.68685,-74.00112
ACTIVE,Passenger,20060425,40.64938,-73.97219
ACTIVE,Passenger,20060612,40.64938,-73.97219
ACTIVE,Passenger,20061013,40.59664,-73.97233
ACTIVE,Passenger,20061023,40.59664,-73.97233
ACTIVE,Passenger,,40.65902,-73.97637
ACTIVE,Passenger,20060717,40.68701,-73.96127
ACTIVE,Passenger,20080717,40.69969,-73.95843
ACTIVE,Passenger,20060901,40.65447,-74.00665
ACTIVE,Passenger,20070130,40.61164,-73.9811
NO JURIST,Passenger,20060731,40.63234,-73.98269
ACTIVE,Passenger,20051214,40.69046,-73.97919
ACTIVE,Passenger,20051214,40.69046,-73.97919
ACTIVE,Passenger,20070116,40.69046,-73.97919
ACTIVE,Passenger,20060410,40.60405,-73.96219
ACTIVE,Passenger,20060410,40.60405,-73.96219
ACTIVE,Passenger,19990917,40.63459,-73.96464
ACTIVE,Passenger,20060808,40.67685,-73.95833
ACTIVE,Passenger,20060613,40.67685,-73.95833
NO JURIST,Passenger,20090409,40.61046,-73.96722
ACTIVE,Passenger,20080321,40.62838,-73.95652
ACTIVE,Passenger,20051207,40.68451,-73.97681
ACTIVE,Passenger,20060801,40.70447,-73.93467
ACTIVE,Passenger,20051221,40.65187,-73.95874
ACTIVE,Passenger,20060110,40.67403,-73.90382
ACTIVE,Passenger,20060421,40.60958,-73.97737
ACTIVE,Passenger,20051130,40.72554,-73.93754
ACTIVE,Passenger,,40.63459,-73.96464
ACTIVE,Passenger,20090908,40.64267,-73.99375
ACTIVE,Passenger,20090909,40.64275,-73.99388
ACTIVE,Passenger,20060725,40.64148,-73.99251
ACTIVE,Passenger,20060911,40.58421,-73.94034
ACTIVE,Passenger,20051109,40.69506,-73.99446
ACTIVE,Passenger,20060426,40.62723,-73.98908
ACTIVE,Passenger,20061023,40.69669,-73.92715
ACTIVE,Passenger,20060727,40.68736,-73.99265
ACTIVE,Passenger,20090908,40.64271,-73.99382
ACTIVE,Passenger,20070619,40.66088,-73.9916
ACTIVE,Passenger,,40.61162,-73.96893
ACTIVE,Passenger,20080304,40.57871,-73.97539
ACTIVE,Passenger,20070430,40.66499,-73.99056
ACTIVE,Passenger,20070821,40.66499,-73.99056
ACTIVE,Passenger,20061229,40.61524,-73.97865
ACTIVE,Passenger,20100112,40.6428,-73.99396
ACTIVE,Passenger,20080423,40.57871,-73.97539
ACTIVE,Passenger,20071024,40.57871,-73.97539
ACTIVE,Passenger,20060731,40.57324,-73.98883
NO JURIST,Passenger,20060123,40.6265,-73.96929
ACTIVE,Passenger,20071105,40.69139,-73.95674
ACTIVE,Passenger,,40.61162,-73.96893
ACTIVE,Passenger,20071107,40.69132,-73.95672
ACTIVE,Passenger,20060724,40.69991,-73.95097
ACTIVE,Passenger,20071207,40.6915,-73.95675
ACTIVE,Passenger,20071107,40.6915,-73.95675
NO JURIST,Passenger,20060519,40.58178,-73.95028
ACTIVE,Passenger,20060718,40.57814,-73.98215
ACTIVE,Passenger,20071207,40.61378,-74.00084
ACTIVE,Passenger,20061003,40.58777,-73.95206
ACTIVE,Passenger,20060912,40.58777,-73.95206
ACTIVE,Passenger,20090211,40.73364,-73.94761
ACTIVE,Passenger,20060925,40.60111,-73.99871
ACTIVE,Passenger,20060203,40.60032,-73.95121
ACTIVE,Passenger,20060925,40.69046,-73.97919
ACTIVE,Passenger,20071218,40.64243,-74.00634
ACTIVE,Passenger,20071218,40.64243,-74.00634
ACTIVE,Passenger,20080303,40.68621,-73.98225
ACTIVE,Passenger,20060630,40.58428,-73.93847
ACTIVE,Passenger,20071023,40.63425,-73.97407
ACTIVE,Passenger,20070212,40.68505,-73.97893
ACTIVE,Passenger,20090817,40.73364,-73.94761
ACTIVE,Passenger,20061020,40.64654,-74.01919
ACTIVE,Passenger,,40.60387,-73.99135
ACTIVE,Passenger,20060207,40.68345,-73.92585
ACTIVE,Passenger,20080428,40.72226,-73.94929
ACTIVE,Passenger,20060308,40.60842,-73.98391
ACTIVE,Passenger,20061101,40.68505,-73.97893
ACTIVE,Passenger,20060818,40.59343,-73.94623
ACTIVE,Passenger,20070604,40.66303,-73.94385
ACTIVE,Passenger,20070117,40.64624,-73.95331
ACTIVE,Passenger,20070117,40.64624,-73.95331
ACTIVE,Passenger,20061013,40.67843,-73.93759
ACTIVE,Passenger,20060524,40.60799,-73.95457
ACTIVE,Passenger,,40.6927,-73.99358
ACTIVE,Passenger,20061003,40.63699,-74.00699
ACTIVE,Passenger,20060227,40.71591,-73.94079
ACTIVE,Passenger,20060814,40.61164,-73.96101
WK IN PROG,Passenger,,40.65798,-73.99016
ACTIVE,Passenger,20070503,40.70418,-73.9488
ACTIVE,Passenger,20060614,40.5971,-73.97016
ACTIVE,Passenger,20060315,40.69818,-73.9941
ACTIVE,Passenger,20070323,40.63914,-73.99183
ACTIVE,Passenger,20070516,40.65943,-73.99223
ACTIVE,Passenger,20090918,40.67322,-74.00143
ACTIVE,Passenger,,40.6927,-73.99358
ACTIVE,Passenger,20060925,40.69046,-73.97919
ACTIVE,Passenger,20070620,40.69886,-73.95923
ACTIVE,Passenger,20060918,40.59803,-73.9588
ACTIVE,Passenger,20061003,40.66151,-73.90896
ACTIVE,Passenger,20061003,40.66151,-73.90896
ACTIVE,Passenger,20070330,40.63898,-73.9979
ACTIVE,Passenger,20070330,40.63898,-73.9979
ACTIVE,Passenger,20070418,40.63898,-73.9979
ACTIVE,Passenger,20070418,40.63898,-73.9979
NO JURIST,Passenger,20070413,40.62741,-73.98359
ACTIVE,Passenger,20030826,40.6927,-73.99358
ACTIVE,Passenger,20070501,40.64428,-73.99127
ACTIVE,Passenger,20080421,40.60775,-73.98018
ACTIVE,Passenger,20120921,40.70064,-73.94049
ACTIVE,Passenger,20060329,40.59034,-73.96023
ACTIVE,Passenger,20060905,40.58329,-73.95759
ACTIVE,Passenger,20090109,40.71541,-73.94063
NO JURIST,Passenger,20070202,40.60258,-73.9574
ACTIVE,Passenger,20071022,40.67792,-73.96342
ACTIVE,Passenger,20060707,40.68688,-74.0015
ACTIVE,Passenger,20060802,40.62109,-74.02618
ACTIVE,Passenger,,40.6998,-73.93958
ACTIVE,Passenger,20080627,40.71685,-73.96158
ACTIVE,Passenger,20060920,40.58844,-73.95278
ACTIVE,Passenger,20060530,40.69437,-73.95449
ACTIVE,Passenger,20060913,40.68144,-73.98454
NO JURIST,Passenger,20060428,40.60484,-73.96413
ACTIVE,Passenger,20070112,40.702,-73.98706
ACTIVE,Passenger,20070105,40.702,-73.98706
ACTIVE,Passenger,20061229,40.702,-73.98706
ACTIVE,Passenger,20061013,40.71437,-73.95551
ACTIVE,Passenger,20060712,40.64352,-73.99462
ACTIVE,Passenger,19970617,40.58012,-73.96702
ACTIVE,Passenger,20060531,40.63571,-73.98826
NO JURIST,Passenger,20070328,40.59362,-73.94613
NO JURIST,Passenger,20060809,40.70581,-73.96074
ACTIVE,Passenger,20070507,40.68603,-73.98144
ACTIVE,Passenger,20061003,40.60005,-73.95116
ACTIVE,Passenger,20080212,40.69802,-73.98449
ACTIVE,Passenger,20071119,40.69802,-73.98449
ACTIVE,Passenger,20070726,40.72777,-73.94452
ACTIVE,Passenger,20071211,40.6067,-73.95564
ACTIVE,Passenger,20060718,40.61175,-73.95467
ACTIVE,Passenger,,40.60664,-73.9524
ACTIVE,Passenger,20080317,40.70933,-73.96108
ACTIVE,Passenger,20070425,40.61211,-73.95921
ACTIVE,Passenger,20061108,40.57964,-73.9639
ACTIVE,Passenger,20080304,40.63807,-73.99006
ACTIVE,Passenger,20070417,40.70212,-73.98402
ACTIVE,Passenger,20090617,40.72978,-73.95188
ACTIVE,Passenger,20060613,40.57773,-73.96716
ACTIVE,Passenger,20060927,40.63293,-74.01186
ACTIVE,Passenger,20060809,40.68199,-73.99421
ACTIVE,Passenger,,40.63904,-73.95814
ACTIVE,Passenger,20070820,40.69482,-73.95197
ACTIVE,Passenger,20070820,40.69482,-73.95197
ACTIVE,Passenger,20060624,40.69381,-73.98799
ACTIVE,Passenger,20060624,40.69381,-73.98799
ACTIVE,Passenger,20060804,40.69381,-73.98799
ACTIVE,Passenger,20060804,40.69381,-73.98799
ACTIVE,Passenger,20060807,40.69381,-73.98799
ACTIVE,Passenger,20060808,40.69381,-73.98799
ACTIVE,Passenger,20080305,40.6729,-73.98612
ACTIVE,Passenger,20080204,40.6729,-73.98612
ACTIVE,Passenger,,40.63904,-73.95814
WK IN PROG,Passenger,,40.67948,-73.93739
ACTIVE,Passenger,20061219,40.71037,-73.96794
ACTIVE,Passenger,20061213,40.71037,-73.96794
ACTIVE,Passenger,20070110,40.71037,-73.96794
ACTIVE,Passenger,20061219,40.67181,-73.9135
NO JURIST,Passenger,20071218,40.70248,-73.95269
ACTIVE,Passenger,20080212,40.64104,-73.99558
ACTIVE,Passenger,20060510,40.68075,-73.96099
ACTIVE,Passenger,20070912,40.6632,-73.98565
NO JURIST,Passenger,20070110,40.61852,-73.98059
ACTIVE,Passenger,,40.66505,-73.95421
ACTIVE,Passenger,20100217,40.63016,-73.98057
ACTIVE,Passenger,20060825,40.61044,-73.97789
NO JURIST,Passenger,20090123,40.60866,-73.96688
ACTIVE,Passenger,20070321,40.70269,-73.98448
ACTIVE,Passenger,20070823,40.70269,-73.98448
ACTIVE,Passenger,20060628,40.59317,-73.93232
ACTIVE,Passenger,20060628,40.59317,-73.93232
ACTIVE,Passenger,20070130,40.70702,-73.95943
ACTIVE,Passenger,20070126,40.63388,-74.02052
ACTIVE,Passenger,,40.66505,-73.95421
ACTIVE,Passenger,20070307,40.70306,-73.99396
ACTIVE,Passenger,20070927,40.57977,-73.96257
ACTIVE,Passenger,20070612,40.68034,-73.96359
WK IN PROG,Passenger,,40.63378,-73.97995
ACTIVE,Passenger,20060830,40.69245,-73.99147
ACTIVE,Passenger,20070816,40.68026,-73.9632
ACTIVE,Passenger,20060912,40.69587,-73.93275
ACTIVE,Passenger,20061222,40.71866,-73.95081
ACTIVE,Passenger,20070320,40.63457,-73.99473
WK IN PROG,Passenger,,40.61427,-73.95576
ACTIVE,Passenger,20070206,40.65004,-73.94988
ACTIVE,Passenger,19980209,40.7188,-73.94307
ACTIVE,Passenger,20071108,40.6888,-73.98865
NO JURIST,Passenger,20070110,40.59659,-73.96587
ACTIVE,Passenger,20070108,40.68737,-73.98527
WK IN PROG,Passenger,,40.61835,-73.90418
ACTIVE,Passenger,20070416,40.63625,-73.97385
ACTIVE,Passenger,20080222,40.6888,-73.98865
ACTIVE,Passenger,20080115,40.6888,-73.98865
ACTIVE,Passenger,20080206,40.6888,-73.98865
ACTIVE,Passenger,20070124,40.62326,-73.99012
ACTIVE,Passenger,20070321,40.62326,-73.99012
ACTIVE,Passenger,,40.62949,-74.02523
ACTIVE,Passenger,20061024,40.6459,-73.99833
ACTIVE,Passenger,20060908,40.62034,-74.02684
ACTIVE,Passenger,20080324,40.60601,-73.98288
ACTIVE,Passenger,20140106,40.7025,-73.95977
ACTIVE,Passenger,20070626,40.61716,-73.95534
ACTIVE,Passenger,20060927,40.69812,-73.932
ACTIVE,Passenger,20080222,40.6888,-73.98865
ACTIVE,Passenger,20070601,40.69498,-73.97155
ACTIVE,Passenger,20061211,40.65282,-73.9564
ACTIVE,Passenger,20060705,40.68676,-73.96217
ACTIVE,Passenger,20070827,40.6144,-73.98127
ACTIVE,Passenger,20070306,40.70149,-73.96189
ACTIVE,Passenger,20061206,40.70859,-73.95923
ACTIVE,Passenger,20060620,40.71813,-73.94953
ACTIVE,Passenger,20060905,40.69171,-73.92683
WK IN PROG,Passenger,,40.62605,-73.9919
ACTIVE,Passenger,20080211,40.69929,-73.95651
NO JURIST,Passenger,20070417,40.60123,-73.97065
NO JURIST,Passenger,20061010,40.62891,-74.0362
ACTIVE,Passenger,20080527,40.61013,-73.99476
ACTIVE,Passenger,,40.63868,-73.95808
ACTIVE,Passenger,20070410,40.65509,-73.94519
NO JURIST,Passenger,20070123,40.62729,-73.99035
ACTIVE,Passenger,20060912,40.69574,-73.93252
ACTIVE,Passenger,20070119,40.71866,-73.95081
NO JURIST,Passenger,20080123,40.63241,-73.9828
ACTIVE,Passenger,19990730,40.60106,-73.99517
ACTIVE,Passenger,20070726,40.71498,-73.94981
ACTIVE,Passenger,20080212,40.69929,-73.95633
ACTIVE,Passenger,20060627,40.57975,-73.96044
ACTIVE,Passenger,20061215,40.69994,-73.9138
ACTIVE,Passenger,20061215,40.69994,-73.9138
ACTIVE,Passenger,20070125,40.69101,-73.99103
ACTIVE,Passenger,20070125,40.69101,-73.99103
ACTIVE,Passenger,20000614,40.69605,-73.95713
ACTIVE,Passenger,20070326,40.66341,-73.99579
ACTIVE,Passenger,20080227,40.62532,-73.96397
DISMANTLED,Passenger,19860609,40.60507,-73.96744
ACTIVE,Passenger,,40.71265,-73.95898
ACTIVE,Passenger,20061215,40.63703,-74.00832
NO JURIST,Passenger,20080328,40.70868,-73.96231
ACTIVE,Passenger,20061129,40.70819,-73.93843
ACTIVE,Passenger,20061211,40.65879,-73.94096
ACTIVE,Passenger,20061211,40.65879,-73.94096
ACTIVE,Passenger,20070207,40.65879,-73.94096
ACTIVE,Passenger,20070824,40.6961,-73.95677
ACTIVE,Passenger,20071221,40.67425,-73.98506
ACTIVE,Passenger,20070316,40.67425,-73.98506
ACTIVE,Passenger,20001205,40.60507,-73.96744
ACTIVE,Passenger,20060802,40.69224,-73.9418
ACTIVE,Passenger,20080206,40.67443,-73.94392
ACTIVE,Passenger,20061115,40.69176,-73.92655
ACTIVE,Passenger,20070103,40.67963,-73.99562
ACTIVE,Passenger,20070502,40.67649,-73.90034
ACTIVE,Passenger,20060925,40.68192,-73.9456
ACTIVE,Passenger,20070517,40.70087,-73.95091
ACTIVE,Passenger,20070815,40.70114,-73.95054
ACTIVE,Passenger,20090519,40.63601,-73.91856
ACTIVE,Passenger,20080514,40.63601,-73.91856
ACTIVE,Passenger,20000201,40.64402,-73.97489
ACTIVE,Passenger,20070410,40.67322,-73.987
ACTIVE,Passenger,20070207,40.62967,-74.01158
ACTIVE,Passenger,20070207,40.62967,-74.01158
ACTIVE,Passenger,20070726,40.70099,-73.95072
ACTIVE,Passenger,20070606,40.70455,-73.95245
ACTIVE,Passenger,20070330,40.67288,-73.94525
ACTIVE,Passenger,20070522,40.67322,-73.987
ACTIVE,Passenger,20080707,40.57697,-73.95462
ACTIVE,Passenger,20070130,40.68509,-73.98114
ACTIVE,Passenger,20070514,40.6418,-73.98612
ACTIVE,Passenger,20000201,40.64402,-73.97489
ACTIVE,Passenger,20070514,40.6418,-73.98612
ACTIVE,Passenger,20070213,40.66171,-73.94474
NO JURIST,Passenger,20070328,40.60582,-73.94844
WK IN PROG,Passenger,,40.67268,-73.94105
ACTIVE,Passenger,20070326,40.62514,-73.96399
ACTIVE,Passenger,20080514,40.60864,-73.97719
ACTIVE,Passenger,20070321,40.66145,-73.90931
ACTIVE,Passenger,20070802,40.60557,-74.00482
ACTIVE,Passenger,20070611,40.69408,-73.93195
ACTIVE,Passenger,,40.65264,-73.95561
ACTIVE,Passenger,20070216,40.6542,-73.98119
ACTIVE,Passenger,20070110,40.58124,-73.96064
ACTIVE,Passenger,20070327,40.70382,-73.91936
NO JURIST,Passenger,20061027,40.6201,-73.94881
ACTIVE,Passenger,20070207,40.61275,-73.97576
ACTIVE,Passenger,20070323,40.71245,-73.96155
ACTIVE,Passenger,20070323,40.71245,-73.96155
ACTIVE,Passenger,20070129,40.69441,-73.95959
ACTIVE,Passenger,20070522,40.64405,-73.9945
ACTIVE,Passenger,20070809,40.63026,-73.9705
ACTIVE,Passenger,20070206,40.65004,-73.94988
ACTIVE,Passenger,,40.65264,-73.95561
ACTIVE,Passenger,20070809,40.63026,-73.9705
NYCHA,Passenger,20061120,40.59153,-73.97987
ACTIVE,Passenger,20061222,40.71276,-73.96143
ACTIVE,Passenger,20070822,40.71957,-73.95503
ACTIVE,Passenger,20070810,40.63026,-73.9705
ACTIVE,Passenger,20080305,40.72028,-73.94689
ACTIVE,Passenger,20060926,40.70807,-73.94142
ACTIVE,Passenger,20080507,40.71218,-73.95647
ACTIVE,Passenger,20070730,40.68952,-73.90969
ACTIVE,Passenger,20070730,40.68952,-73.90969
ACTIVE,Passenger,,40.62933,-73.99129
ACTIVE,Passenger,20080512,40.67824,-73.99721
ACTIVE,Passenger,20071102,40.68557,-73.98896
ACTIVE,Passenger,20071210,40.71574,-73.93935
ACTIVE,Passenger,20080122,40.71574,-73.93935
ACTIVE,Passenger,20070427,40.71885,-73.94877
ACTIVE,Passenger,20070312,40.7129,-73.96287
ACTIVE,Passenger,20080825,40.60608,-73.96769
ACTIVE,Passenger,20061216,40.70337,-73.98906
ACTIVE,Passenger,20061216,40.70337,-73.98906
ACTIVE,Passenger,20070612,40.70033,-73.95622
ACTIVE,Passenger,20080327,40.70005,-73.95661
ACTIVE,Passenger,20071213,40.70014,-73.9565
ACTIVE,Passenger,20070717,40.70025,-73.95637
ACTIVE,Passenger,20070130,40.67533,-73.89888
ACTIVE,Passenger,20070419,40.60912,-73.98026
ACTIVE,Passenger,20070607,40.64071,-73.98537
ACTIVE,Passenger,20070607,40.64071,-73.98537
ACTIVE,Passenger,20070831,40.63332,-73.99486
ACTIVE,Passenger,20080305,40.6729,-73.98612
